username,gender,age_group,location,member_since,cities,contributions,level,stars1,stars2,stars3,stars4,stars5,tags
IANdianashville,man,25-34,Nashville-Tennessee,2014,7,11,3,0,0,0,2,9,[]
KGB777,Man,,Singapore-Singapore,2005,078,378,6,47,465,3,2,275,[]
luismpvaz,,,Osaka-Japan,2018,56,28,4,0,0,1,6,22,[]
Teacher2014,woman,35-49,Kuwait,2013,136,474,6,2,3,33,175,267,[]
JehanS751,Man,,Singapore-Singapore,2013,107,10,3,1,0,0,3,6,[]
MWR8,Woman,,Beachwood-Ohio,2015,8,17,3,0,1,0,4,12,[]
tammye693,,,,2018,2,6,3,0,0,0,0,6,[]
yankees3925,,,Marlboro-New Jersey,2012,6,22,3,0,0,1,6,15,[]
NirI_81,,,Tel Aviv-Israel,2013,42,84,6,0,1,4,18,62,[]
AndyTFrance,Man,,Nantes-France,2014,18,48,5,0,2,2,18,26,[]
juddermann,man,35-49,County Durham-United Kingdom,2011,80,159,6,3,5,9,37,108,[]
508keesk,man,50-64,Gouda-The Netherlands,2012,151,139,6,0,2,30,83,40,[]
35EmmaS,,,Weymouth-England-United Kingdom,2012,17,26,4,0,0,0,11,17,[]
deamole,man,35-49,Nuevo-CA,2008,273,349,6,3,15,89,155,90,[]
nepatravellers,,,Scranton-Pennsylvania,2010,12,41,4,0,0,0,3,39,[]
cweems318,,,Amsterdam-The Netherlands,2009,5,17,3,0,0,0,8,9,[]
Goldbaer62,man,50-64,Milan-Italy,2010,294,140,6,1,5,20,42,72,[]
ottb2018,man,35-49,London-United Kingdom,2018,25,15,3,0,1,0,0,14,[]
U9433ZRlizb,,,Finchampstead-United Kingdom,2016,8,7,3,0,0,0,0,8,[]
Maytiwa,,,Bangkok-Thailand,2010,85,12,3,2,0,1,2,8,[]
jelmutiger,man,35-49,Shawnee-Kansas,2008,186,702,6,3,23,152,406,123,"['Foodie', 'Like a Local', 'Nature Lover', 'Beach Goer']"
ToddandLisaH,,,Ankeny,2012,8,11,3,0,2,0,1,10,[]
S7623WNteresaj,woman,35-49,Argyll and Bute-United Kingdom,2017,7,19,3,3,0,0,1,15,[]
868sabined,,,Liege-Belgium,2013,33,46,4,0,1,4,26,15,[]
1171fc,woman,35-49,Wales,2009,11,23,3,0,1,2,3,17,[]
409olgap,,,Brasov-Romania,2015,13,87,5,0,2,8,13,64,[]
JetlagJerry1,man,25-34,Warsaw-Poland,2015,92,46,5,1,1,7,8,32,[]
daviddJ2523MI,man,25-34,Copenhagen-Denmark,2014,125,18,3,0,0,2,8,9,[]
010Mandy010,Woman,,Dubai-United Arab Emirates,2015,20,127,6,4,2,5,14,103,[]
Soi_Traveler,,,Bahrain,2016,12,28,4,0,4,6,16,2,[]
496jackieh,woman,50-64,Ipswich-United Kingdom,2013,10,16,3,0,0,0,3,13,[]
1stTravellerChoice,,,West Sussex-United Kingdom,2012,20,52,5,2,4,9,9,28,[]
davidb1950Bristol,man,,Whitchurch-United Kingdom,2007,148,66,5,0,1,4,8,53,[]
L3265KLdeboraha,,,Telford-United Kingdom,2018,8,12,3,1,1,2,3,5,[]
MarionK333,Woman,,Lincoln-England-United Kingdom,2011,57,71,5,2,3,8,20,38,[]
Srampical,man,50-64,Macleod-Australia,2012,361,37,5,1,0,8,14,14,[]
ruthek85,woman,25-34,Pittsburgh-Pennsylvania,2012,309,194,6,0,0,3,25,166,[]
1stPartyZan,,,Brno-Czech Republic,2018,9,12,3,0,0,0,0,12,[]
KnobWren,woman,35-49,Champaign-Illinois,2011,22,30,4,0,0,6,10,15,[]
assetb,man,35-49,Europe,2014,124,98,6,1,8,37,45,10,[]
rowanf412,woman,18-24,Newbridge-United Kingdom,2015,14,11,3,0,0,0,2,9,[]
I6333UQstephend,Man,,Greece,2008,12,17,3,0,1,1,5,11,[]
Chhyyee,woman,25-34,Singapore-Singapore,2014,103,53,5,1,2,8,17,25,[]
X4002JNmelissah,,,,2017,5,5,2,0,0,0,0,5,[]
L4509ORmarks,,,New York City-New York,2014,151,56,5,0,3,11,6,39,[]
BethlehemPaUSA,man,35-49,Bethlehem-Pennsylvania,2010,388,151,6,37,41,113,236,731,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']"
Abears,woman,18-24,Destin-Florida,2011,9,26,5,1,0,2,2,22,[]
lox95,man,25-34,Cambridge-United Kingdom,2009,34,20,4,2,2,0,4,12,[]
busymano76,,,,2015,28,41,5,0,0,0,15,26,[]
alinahopartean,,,County Dublin-Ireland,2018,7,8,3,0,0,0,0,8,[]
deniseaddona,Woman,,Cranford-New Jersey,2016,56,34,5,0,0,3,7,26,[]
corjanp,,,,2007,36,3,1,0,0,0,1,2,[]
vickyc26289,,,Ashford-United Kingdom,2012,36,14,3,1,1,0,2,10,[]
rsoldcarbuff,,,Toronto-Canada,2017,19,55,5,1,4,9,14,28,[]
Priyanka2018,,,,2017,7,11,3,0,0,1,2,8,[]
24brianm,,,Melbourne-Australia,2013,27,39,4,0,0,4,14,21,[]
phoebekatyf,woman,18-24,Western Australia-Australia,2018,,2,,,,,,,[]
lauradN1208XH,Woman,,Bournemouth-United Kingdom,2015,4,5,2,1,0,0,0,4,[]
miqueliss,woman,18-24,Gravesend-United Kingdom,2018,16,34,4,1,5,3,15,10,[]
petam553,,,,2016,4,7,2,1,0,1,1,4,[]
_sweet_nestty,,,Muscat-Oman,2015,12,22,4,0,0,0,6,16,[]
702sagir,,,Hadera-Israel,2017,27,43,5,1,6,4,16,21,[]
justjoy98,Woman,,Warner Robins-Georgia,2014,9,15,3,0,1,0,0,16,[]
giorgioslucas,man,18-24,Rome-Italy,2016,12,30,4,6,4,3,1,16,[]
asif041,man,25-34,Faisalabad-Pakistan,2013,63,267,6,1,6,28,193,39,"['Nightlife Seeker', 'Nature Lover', 'Eco-tourist']"
papaki70,,,Athens-Greece,2013,11,12,3,0,1,1,4,8,[]
Tcej111,man,35-49,London-United Kingdom,2011,98,168,6,7,8,7,20,129,[]
Dewaldv42,Man,,South Africa,2015,31,47,5,3,0,8,15,21,[]
PaulH598,man,50-64,Garstang-United Kingdom,2012,630,717,6,0,2,54,256,406,"['Foodie', 'Like a Local', 'Thrill Seeker', 'Nature Lover']"
ntemilion,,,Athens-Greece,2015,31,26,4,0,0,0,5,21,[]
Andriani_11,Woman,,Brisbane-Australia,2011,10,32,4,0,0,4,8,21,[]
DerHejel,man,25-34,Galway-Ireland,2015,24,22,4,0,2,2,6,15,[]
GinaK1000,,,,2013,32,67,5,0,0,0,1,66,[]
TravellerAmbler,,,Chicago-Illinois,2011,35,71,5,10,13,4,9,37,[]
Tracybabe70,woman,35-49,Nottingham-United Kingdom,2012,35,67,5,0,3,20,37,9,[]
ChuckB230,man,50-64,Beijing-China,2012,74,28,4,0,0,2,4,23,[]
onemansmind,,,Thunder Bay-Canada,2012,11,35,4,0,3,6,14,13,[]
kasiak651,Woman,,Poznan-Poland,2015,50,28,4,0,0,3,11,14,[]
PeterOhA,,35-49,Dundalk-Ireland,2008,270,311,6,4,11,81,139,77,[]
kikit813,woman,18-24,Thessaloniki-Greece,2010,50,18,3,1,3,1,2,11,"['Art and Architecture Lover', 'Urban Explorer', 'Beach Goer']"
162luisal,Woman,,Brasilia-DF,2015,10,13,3,0,2,0,4,7,[]
O4237XHrobertk,,,,2017,7,9,2,1,0,0,2,6,[]
JAWES162,woman,35-49,Bourne-United Kingdom,2014,15,38,5,0,0,5,9,24,[]
MottiP9,,,Tel Aviv-Israel,2016,14,56,5,0,1,3,12,42,[]
xewpas,,,Ekali-Greece,2017,13,17,3,0,0,0,7,10,[]
B8YOU,man,35-49,Glasgow-United Kingdom,2006,172,135,6,2,3,4,28,99,[]
rachelwO2674AS,,,Jerusalem-Israel,2017,6,8,3,0,0,0,1,7,[]
NicolasDales,Man,,Athens-Greece,2012,150,13,3,0,0,0,0,13,[]
AngieKrk,,,Athens-Greece,2013,16,9,2,0,0,0,0,9,[]
NikosK567,,,Vouliagmeni-Greece,2011,22,24,3,0,2,2,4,16,[]
987kevins,,,Huntington Beach-California,2013,17,40,4,0,2,3,15,20,[]
taratata90,,,Houston-Texas,2015,5,9,2,0,0,0,0,9,[]
634benjamino,man,25-34,London-United Kingdom,2013,68,36,4,0,0,3,8,25,[]
A1323DLanneb,,,,2018,13,34,5,1,4,9,6,14,[]
leeedmundson,,,Philadelphia-Pennsylvania,2008,16,61,5,0,0,3,28,30,[]
willis_w,man,25-34,Humble-Texas,2010,45,66,5,0,1,4,17,44,[]
fredbJ7282KZ,Man,,Montreal-Canada,2012,385,351,6,0,3,16,105,227,[]
GiorgosP480,,,,2012,2,3,1,0,0,0,0,3,[]
22naveenc,,,Mohali District-India,2013,3,2,1,,,,,,[]
Asmtlmd,,,,2013,2,2,,,,,,,[]
josieist,woman,25-34,Sweden,2012,27,173,6,2,11,32,65,64,[]
1000milesaway,woman,35-49,West Jordan-Utah,2008,127,83,6,0,0,13,26,49,[]
Bowmanator22,man,25-34,Charlotte-North Carolina,2014,748,605,6,2,12,81,522,990,"['Foodie', 'Like a Local', 'History Buff', 'Nature Lover']"
whitesettlerbrummie,man,50-64,Kilmarnock-United Kingdom,2010,843,93,5,3,7,26,42,14,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']"
Montparnasse71,man,50-64,Paris-France,2008,57,119,6,1,0,3,28,91,[]
bukson1502,,,Petah Tiqwa-Israel,2010,28,76,5,2,1,5,13,57,[]
A6572GValexb,,,,2016,13,63,5,6,3,15,11,31,[]
CecyPeres,,,Sorocaba-SP,2010,90,80,5,4,2,6,12,56,[]
BikerScribe,,,Gosport-United Kingdom,2015,16,27,4,1,0,3,7,17,[]
DoktorB69,man,50-64,Zurich-Switzerland,2006,132,99,6,3,6,25,47,19,[]
Discerning-WildRover,,,London-United Kingdom,2014,7,15,3,1,0,0,0,14,[]
TravellinkWorld,man,35-49,Helsinki-Finland,2017,21,94,6,0,4,28,57,6,[]
Q5775LDrobertk,man,35-49,London-United Kingdom,2018,3,4,2,0,0,0,3,3,[]
Melissa204,,,Lausanne-Switzerland,2017,52,43,5,1,1,2,12,27,[]
garyd185,,,"Goleta,CA",2006,2,7,2,0,0,2,0,5,[]
963geraldinej,woman,35-49,Hawkhurst-England-United Kingdom,2014,27,93,6,8,6,20,35,25,[]
oliverap2014,,,,2013,10,18,3,2,0,2,5,9,[]
Glimbs,man,35-49,Singapore-Singapore,2012,47,113,6,1,2,25,51,34,[]
carlosjr2014,,,,2013,17,29,4,2,2,1,0,26,[]
969brandonp,,,Klamath Falls-Oregon,2016,4,7,2,0,0,0,0,7,[]
jfadds,man,,chicago,2008,215,547,6,3,15,233,746,553,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']"
Alex_London_71,Man,,London-United Kingdom,2013,210,37,4,3,2,1,7,24,"['Foodie', 'Nightlife Seeker', 'Family Vacationer']"
H2908PCmaryc,Woman,,Kingman-Arizona,2014,2,8,2,0,0,0,3,5,[]
J228BHluciar,,,,2016,3,9,3,1,0,1,2,5,[]
hunnybunx,woman,35-49,Singapore,2007,200,232,6,2,3,22,160,46,[]
laurakman,Woman,,Tellico Plains-Tennessee,2014,33,72,5,0,0,10,33,31,[]
alinutzat,,,Bucharest-Romania,2016,14,22,4,1,1,1,10,9,[]
Tesswhitty,woman,35-49,Park City; UT,2008,89,7,2,1,1,0,0,5,[]
MSUJohnsons2014,,,Ann Arbor-Michigan,2018,10,15,3,0,0,0,0,15,[]
upuso,Man,,Athens-Greece,2015,22,44,4,3,3,5,6,27,[]
38mahas,Woman,,Cairo-Egypt,2014,4,20,4,0,1,3,5,11,[]
anothergoodone,,,Yorkshire,2007,24,35,4,1,0,1,13,20,[]
Nik_T1K,woman,25-34,Athens-Greece,2014,90,121,6,1,2,4,29,85,[]
T710KNwilliamp,,,,2014,2,4,1,0,0,0,2,2,[]
DinaT426,,,Athens-Greece,2013,2,2,,,,,,,[]
NataliaNed,woman,25-34,Sydney-Australia,2018,3,7,2,0,0,0,3,4,[]
mahorlu,,,Copenhagen-Denmark,2016,5,9,3,0,0,0,4,6,[]
blacknikie,Woman,,Kent-United Kingdom,2014,13,114,6,0,1,21,33,60,[]
lockport2018,,,Buffalo-New York,2018,,4,1,0,0,0,1,3,[]
ElenaP2205,woman,35-49,Romania,2012,125,626,6,60,124,374,566,570,"['Art and Architecture Lover', 'Vegetarian', 'Foodie', 'Urban Explorer']"
sharo13,,,Danbury-Connecticut,2011,57,129,6,1,2,10,40,78,[]
928kostasl,,,,2018,,3,1,0,0,0,0,3,[]
Gregson75,man,35-49,Geneva-Switzerland,2012,45,74,5,2,3,5,48,17,[]
laurenbbbbbb,,,Leicester-United Kingdom,2017,7,30,4,0,3,5,12,10,[]
susanmaicooper,,,Burntwood-United Kingdom,2016,11,23,4,0,0,1,5,17,[]
852michaelh,,,,2012,7,8,2,0,0,2,1,5,[]
CP3210,,,Enschede-The Netherlands,2017,60,25,4,0,1,2,15,7,[]
Kommandousen,man,50-64,Copenhagen-Denmark,2009,317,135,6,4,1,7,43,81,[]
ArzuS,woman,50-64,Istanbul-Turkey,2006,113,108,6,0,3,6,50,53,[]
Harry_thess1,,,Thessaloniki-Greece,2014,13,34,4,5,1,1,9,19,[]
544carmenu,,,,2014,198,342,6,4,5,29,200,106,['Family Vacationer']
donnaf984,,,Seattle-Washington,2016,17,26,4,1,0,2,6,17,[]
kirstenw235,,,Bad Homburg-Germany,2015,4,6,2,0,0,0,1,5,[]
Thanga,man,35-49,Sutton-United Kingdom,2007,15,19,3,0,0,3,10,6,[]
W5976EOandrewg,,,Haifa-Israel,2013,161,178,6,4,3,9,50,112,[]
Anita09_M,,,Amsterdam-The Netherlands,2016,42,107,6,2,1,4,22,79,[]
JoanneJ644,,,Reading-England-United Kingdom,2012,42,85,6,0,0,3,16,67,[]
CC1964,,,Paris-France,2008,53,150,6,0,6,10,31,104,[]
sampW5374CR,,,,2018,,6,2,0,0,0,1,5,[]
axdaxdaxd,,,Denver-Colorado,2016,65,86,5,1,0,13,31,42,[]
849marcief,woman,50-64,Topeka-Kansas,2011,156,108,6,1,0,9,28,71,[]
mei_haighton,,,Rotterdam-The Netherlands,2014,41,70,5,0,3,11,24,32,[]
772debbieg,woman,50-64,Teignmouth-United Kingdom,2015,18,23,3,2,0,2,6,12,[]
Plane_Talking_Travel,man,35-49,Lytham St Anne's-United Kingdom,2013,140,291,6,1,10,62,130,102,"['Urban Explorer', 'Like a Local', 'Family Vacationer']"
Sue3020,woman,50-64,Assiniboia-Canada,2012,17,28,4,2,0,2,8,16,[]
Lizzz96,woman,18-24,London-United Kingdom,2014,23,103,6,0,3,22,64,14,[]
S1843OE_,,,,2015,21,13,3,0,1,0,3,10,[]
Abeckydeen,,,Aberdeen-United Kingdom,2008,108,67,5,0,0,4,25,38,[]
254sandeepa,man,35-49,London-United Kingdom,2015,14,24,3,0,0,0,6,18,[]
NazliCairo,,,Cairo-Egypt,2007,65,2,1,,,,,,[]
Ddc851,,,Stoke-on-Trent-United Kingdom,2015,25,54,5,0,0,2,27,26,[]
Anders333,man,50-64,Angelholm-Sweden,2015,260,843,6,9,41,260,463,87,"['Foodie', 'Urban Explorer', 'History Buff', 'Thrill Seeker']"
Tomkat33,woman,50-64,London-United Kingdom,2011,111,143,6,0,0,9,74,61,[]
AliyaAbreu,,,Goa-India,2018,7,15,4,0,0,0,3,13,[]
vernonb151,man,50-64,Stavanger,2013,10,25,4,2,1,0,5,19,"['Art and Architecture Lover', 'Urban Explorer', 'Nature Lover']"
384joc,,,Cambridge-United Kingdom,2015,11,13,3,2,2,0,1,8,[]
mdevai,,,Sacramento-California,2018,2,9,3,0,0,0,4,5,[]
patriciabJ6331YL,woman,,Moshi,2007,43,192,6,0,1,23,103,66,[]
DianeTel,woman,50-64,Geroskipou-Cyprus,2009,100,68,5,1,1,6,30,30,[]
voonjean,,,,2014,3,5,2,0,0,0,7,0,[]
297haileeh,Woman,,Chicago-Illinois,2016,16,51,5,2,3,7,15,24,[]
constanzam495,Woman,,Argentina,2012,20,16,3,0,0,1,3,13,[]
Prayanak,man,50-64,Bangkok-Thailand,2009,374,303,6,5,15,51,89,143,[]
283jacquelynd,Woman,,Landstuhl-Germany,2015,48,91,6,0,2,3,19,71,[]
ArmourTravels,,,Twickenham-United Kingdom,2018,2,5,2,0,0,0,0,5,[]
jovanar38,,,Smederevo-Serbia,2017,4,5,2,0,0,0,1,4,[]
ECK71,woman,35-49,Surrey-United Kingdom,2010,131,52,5,0,0,7,17,28,[]
951hannahn,,,Diemen-The Netherlands,2018,9,20,4,2,1,4,3,11,[]
Biancak2008,woman,25-34,Sewell-New Jersey,2014,30,41,4,0,0,5,1,36,"['Like a Local', 'History Buff', 'Shopping Fanatic', 'Nightlife Seeker']"
Daxa2013,Woman,,Mississauga-Canada,2011,48,17,3,1,0,0,1,15,[]
mitchello525,Man,,Bryan-Ohio,2014,79,191,6,2,1,26,84,91,[]
noemie787,,,Barcelona-Spain,2009,147,95,5,0,0,9,14,74,[]
RobertH256,,,York-United Kingdom,2013,51,41,4,3,1,1,12,25,[]
K4002ZFlisaa,Woman,,Bangkok-Thailand,2014,142,35,4,1,1,2,11,20,[]
MagLav,woman,35-49,Perugia-Italy,2013,35,20,3,1,2,2,5,10,[]
pickling,Woman,,new york,2007,554,361,6,4,6,86,145,120,[]
ElenaS377,,,Washington DC-District of Columbia,2011,26,61,5,3,2,9,5,42,[]
POWTEAM,woman,50-64,Harpenden-United Kingdom,2014,33,75,5,1,2,7,34,33,[]
Blob310593,,,Burford-United Kingdom,2013,11,18,3,0,1,2,3,12,[]
theodoregeorgep,man,25-34,Athens-Greece,2015,158,22,3,0,0,1,5,16,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'History Buff']"
collector,woman,,Washington DC,2005,471,197,6,5,7,14,31,141,[]
reissm2018,,,,2018,2,7,3,0,1,0,1,5,[]
tosiakarel,,,,2016,4,7,2,0,0,2,0,5,[]
ValiEn2017,,,Piatra Neamt-Romania,2017,5,14,3,0,0,0,1,13,[]
fernandosG7561QU,,,,2018,5,16,3,1,1,1,1,12,[]
Santacruz84,,,Schlieren-Switzerland,2008,179,188,6,4,13,27,53,93,[]
HichamGM,,,Broummana-Lebanon,2016,9,79,5,11,3,7,3,55,[]
anneliesd967,,,Sprowston-United Kingdom,2016,3,5,2,0,1,0,1,3,[]
sh0mur,,,Stirling,2016,2,4,1,0,0,0,3,1,[]
282andyn,man,,Camberley-United Kingdom,2015,52,98,6,0,3,16,53,30,[]
BliskaDalecina,woman,25-34,Skopje-Republic of North Macedonia,2017,33,30,4,0,0,1,3,26,[]
bertrum,man,50-64,Brighton-United Kingdom,2007,34,126,6,0,1,7,46,72,[]
cmltx,,,Austin-Texas,2003,8,6,2,1,0,0,1,5,[]
Teshene,,,London-United Kingdom,2015,22,39,4,1,1,3,8,27,[]
HamedMOB,,,,2016,7,11,3,0,0,0,2,9,[]
CiprianB,man,25-34,Bucharest-Romania,2009,29,45,5,1,1,5,22,16,[]
annbellajoe,woman,25-34,Singapore,2014,8,13,4,0,0,3,2,8,[]
JamesDMo,man,50-64,Richmond,2011,199,197,6,1,3,27,45,122,[]
802nikosp,,,,2018,7,3,1,0,0,0,0,3,[]
Littlepea90,,,London-United Kingdom,2017,2,4,2,0,0,0,1,3,[]
522vishalm,,,,2016,,3,1,0,0,0,1,2,[]
JJ3ffrey,man,25-34,Kallithea-Greece,2006,104,113,6,0,1,4,16,94,[]
MrGaucho1987,man,50-64,Santa Barbara-California,2013,270,771,6,0,24,202,377,176,"['Foodie', 'Urban Explorer', 'Peace and Quiet Seeker', 'Beach Goer']"
DrDadrwp,man,,Modesto-California,2011,74,335,6,1,2,16,73,246,[]
H6562DG_,,,,2016,,,,,,,,,[]
bobkalka,,,Georgetown-Texas,2010,105,21,4,3,0,0,1,17,[]
bryonyp418,,,,2017,34,83,5,0,1,3,24,56,[]
Aniket88,man,25-34,Panjim-India,2012,313,377,6,11,15,36,216,100,[]
anderson3918,,,Wednesbury-United Kingdom,2018,5,7,2,0,0,1,2,4,[]
163MartinW163,,,Melbourne-Australia,2012,011,154,6,3,5,18,59,69,[]
simonk688,,,New York,2015,26,32,4,0,5,9,17,2,[]
dimitriostraveler,man,35-49,Roros-Norway,2015,47,156,6,8,5,15,34,97,[]
yorosey,man,35-49,Las Vegas-Nevada,2012,973,953,6,6,18,139,415,402,"['Foodie', 'Like a Local', 'Beach Goer']"
vladioans,man,35-49,Timisoara-Romania,2015,26,83,5,0,1,1,8,73,[]
rickyspa1,man,35-49,Miami-Florida,2010,272,908,6,14,70,418,1,927,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']"
Susansno,woman,35-49,Sheffield-United Kingdom,2012,73,106,6,1,3,6,13,83,[]
Grumpy_Cate,woman,25-34,Bucharest-Romania,2014,50,71,5,0,0,6,39,26,[]
PallaviM259,woman,25-34,India,2017,29,59,5,0,0,8,15,37,[]
95nikop,man,18-24,Brisbane-Australia,2016,133,674,6,2,5,72,384,218,[]
Per787,,,Esbjerg-Denmark,2013,162,57,5,0,0,12,16,29,[]
alex6paris,,,Nanterre-France,2013,61,139,6,1,5,19,61,57,[]
272DavidG,man,25-34,Exeter-United Kingdom,2012,87,87,5,2,4,9,25,47,[]
Dreierei,man,35-49,Munich-Germany,2012,79,36,4,0,1,1,10,24,[]
angelcake828,,,London-United Kingdom,2008,58,173,6,4,2,19,34,116,[]
Cairokid,man,50-64,Maidenhead-United Kingdom,2009,498,910,6,17,52,87,272,494,[]
ninare2017,,,,2017,9,21,3,0,0,1,8,12,[]
367GeorgeM,man,50-64,Skopelos-Greece,2012,20,26,4,1,0,1,10,15,[]
suhaila0,Woman,,Vienna-Austria,2013,343,33,4,0,1,5,7,21,[]
alixxx1712,,,Aberdeen-United Kingdom,2010,175,12,3,0,0,0,0,12,[]
InternationalGQ717,Man,,Baltimore-Maryland,2014,9,16,4,1,1,1,2,14,[]
Badgerpost,man,35-49,Gloucester-United Kingdom,2007,11,11,3,0,0,1,4,11,[]
zacandchristina,woman,25-34,London-United Kingdom,2016,43,49,5,2,1,13,18,15,[]
RuthA964,woman,,Netanya-Israel,2011,74,158,6,2,0,11,48,98,"['Art and Architecture Lover', 'Nature Lover', 'Beach Goer']"
Travelista1216,,25-34,Subic Bay Freeport Zone-Philippines,2011,54,116,6,1,2,13,13,90,[]
Rahonella,Woman,,Istanbul-Turkey,2010,142,79,5,1,2,6,15,55,[]
BaleDoctor,,,,2017,8,13,3,1,1,2,4,6,[]
Believemyopinion,,,Greenvale-Australia,2012,29,38,4,0,2,6,6,24,[]
Janice242,woman,,Fremantle West Australia,2010,390,93,5,2,2,2,23,67,[]
anatopreviewer,woman,35-49,London-United Kingdom,2013,52,74,6,0,2,9,21,47,[]
MariosPapach,,,Limassol City-Cyprus,2017,17,65,5,1,0,2,2,60,[]
smartkev2003,man,25-34,Madurai-India,2016,25,96,5,1,2,23,17,53,[]
alexandrar564,,,,2016,,,,,,,,,[]
theworldisakiwi,woman,18-24,Berlin-Germany,2010,210,76,6,1,2,7,37,29,[]
Dutch-Mikey,man,50-64,Le Havre-France,2009,397,737,6,11,32,148,221,328,[]
Lellaskyriver,woman,25-34,Split-Croatia,2016,169,110,6,1,2,12,57,39,[]
161joeyb,,,,2018,2,3,1,0,0,0,0,3,[]
cobaltvega,,,,2017,6,10,3,0,0,0,3,7,[]
katem183,,,,2009,58,148,6,0,0,1,28,119,[]
taranarrigo,,,Ta' Xbiex-Malta,2017,20,32,6,0,0,2,7,23,[]
222alinaelenac,,,,2017,4,6,2,0,0,0,1,6,[]
NYLON_nomad,Man,,London-United Kingdom,2008,907,973,6,3,24,135,424,416,"['Art and Architecture Lover', 'History Buff', 'Thrill Seeker']"
315devikab,,,National Capital Territory of Delhi-India,2015,9,24,4,0,0,2,11,11,[]
RashidIsaRishi,,,Dubai-United Arab Emirates,2017,54,165,6,1,3,8,80,79,[]
DenisAnna1990,,50-64,Montreal-Canada,2008,317,115,6,0,0,17,45,58,"['Art and Architecture Lover', 'Vegetarian', 'Urban Explorer', 'History Buff']"
578ellye,,,,2016,3,3,1,0,0,0,3,0,[]
daisyfae,woman,50-64,Dayton-Ohio,2010,177,73,5,1,0,5,32,35,[]
kite313,,,Houston-Texas,2015,41,131,6,1,5,23,66,42,[]
queenlilibetii,woman,35-49,London-United Kingdom,2018,17,46,5,0,0,0,25,21,[]
luv2snkl,Woman,,Indianola-Iowa,2010,46,158,6,0,2,19,33,105,[]
Royan17200,woman,,Houston-Texas,2010,519,263,6,4,4,15,57,184,[]
3friendsBratislava,,,Ghent-Belgium,2013,241,321,6,4,16,76,178,47,[]
janinem480,woman,25-34,Melbourne-Australia,2015,20,43,5,2,1,5,11,24,[]
XjevanSanne,,,Almelo-The Netherlands,2015,6,9,3,1,0,2,5,3,[]
Christopherwi,,,,2014,,4,1,0,0,0,0,4,[]
lornaw443,woman,50-64,St Blazey-United Kingdom,2014,17,51,5,1,6,6,2,36,[]
HeatherDisneyDream,woman,35-49,Glasgow-United Kingdom,2017,4,5,2,0,0,0,1,4,[]
Kostaspapantzimas,,,Laval-Canada,2011,4,10,3,0,0,0,0,10,[]
691alano,,,Perth-Australia,2014,22,36,5,1,5,9,17,6,[]
dimitrisp909,,,Sofia-Bulgaria,2016,2,2,,,,,,,[]
MMounir,man,35-49,Cairo-Egypt,2010,32,126,6,0,0,0,16,113,[]
Affe28,man,50-64,Caracas-Venezuela,2012,233,146,6,1,0,3,21,124,[]
383giad,,,Athens-Greece,2014,10,18,3,0,0,0,2,16,[]
PavlosMeg,,,Patras-Greece,2015,7,18,3,1,0,1,0,16,[]
SamuelO1489,,,,2017,2,3,1,0,0,0,0,3,[]
georgev80,,,,2016,6,8,3,1,0,0,1,6,[]
marcbetjes,man,35-49,Brussels-Belgium,2016,199,252,6,12,12,22,187,35,[]
mahendrak128,man,25-34,Chennai (Madras)-India,2017,22,73,5,0,3,6,21,46,[]
kana825,,,Camarillo-California,2017,2,2,1,,,,,,[]
davidcY1918DN,,,,2017,16,29,4,1,0,2,4,22,[]
gsaurabh84,Man,,Jersey Shore-New Jersey,2010,113,93,5,10,7,5,18,53,[]
619ginav,,,Oahu-Hawaii,2016,16,24,5,0,0,1,5,21,[]
fionak383,,,Sydney-Australia,2013,12,18,3,0,0,0,1,17,[]
gailo344,,,Seattle-Washington,2010,166,77,6,1,2,24,31,31,[]
Kong44,Man,,Dubai-United Arab Emirates,2017,11,18,4,0,0,1,6,12,[]
hafsa10,woman,25-34,Helena-Montana,2015,12,22,4,0,3,4,13,5,[]
manuelmelkonian,man,35-49,Beirut-Lebanon,2014,59,460,6,4,5,68,186,208,[]
WanderingTurtles,,,Athens-Greece,2012,68,173,6,2,6,48,78,40,[]
lineshr2017,,,,2013,8,10,3,0,0,0,3,7,[]
347josephs,,,Beirut-Lebanon,2014,7,12,3,1,0,2,6,3,[]
foreignl,,,,2014,29,55,5,5,3,4,13,30,[]
Musafir_frm_NJ,Man,,Piscataway-New Jersey,2009,176,73,6,0,0,2,35,36,[]
Consultantgal,woman,50-64,Denver-Colorado,2005,811,242,6,3,6,11,51,171,[]
paulac266,,,Hereford-United Kingdom,2014,48,178,6,5,12,36,59,67,[]
REDMAN5314,man,35-49,Egaleo-Greece,2009,319,180,6,19,22,34,61,1,[]
RobertAleksandrowicz,man,35-49,San Jose-California,2015,182,704,6,7,33,265,291,109,"['Art and Architecture Lover', 'Urban Explorer', 'Like a Local', 'History Buff']"
Ilias33,,,Cambridge-United Kingdom,2008,175,21,3,1,0,0,2,18,[]
827martinob,Man,,Chelmsford-United Kingdom,2013,352,315,6,6,14,137,586,1,[]
